dtype,kv_dtype,batch_size,kv_len,latency_us,mfu
bf16,bf16,1,1024,36.507,0.0
bf16,bf16,1,4096,22.315,0.001
bf16,bf16,1,8192,23.855,0.002
bf16,bf16,1,16384,39.084,0.002
bf16,bf16,1,32768,65.097,0.003
bf16,bf16,1,65536,118.181,0.003
bf16,bf16,1,131072,223.407,0.003
bf16,bf16,16,1024,37.437,0.002
bf16,bf16,16,4096,118.322,0.003
bf16,bf16,16,8192,223.955,0.003
bf16,bf16,16,16384,435.988,0.003
bf16,bf16,16,32768,859.162,0.003
bf16,bf16,16,65536,1709.489,0.003
bf16,bf16,16,131072,3405.043,0.003
bf16,bf16,32,1024,68.619,0.002
bf16,bf16,32,4096,241.889,0.003
bf16,bf16,32,8192,484.248,0.003
bf16,bf16,32,16384,858.944,0.003
bf16,bf16,32,32768,1707.572,0.003
bf16,bf16,32,65536,3403.842,0.003
bf16,bf16,32,131072,6830.709,0.003
bf16,bf16,64,1024,123.834,0.003
bf16,bf16,64,4096,467.377,0.003
bf16,bf16,64,8192,929.16,0.003
bf16,bf16,64,16384,1928.191,0.003
bf16,bf16,64,32768,3397.825,0.003
bf16,bf16,64,65536,6812.836,0.003
bf16,bf16,64,131072,13649.849,0.003
bf16,bf16,128,1024,242.382,0.003
bf16,bf16,128,4096,941.291,0.003
bf16,bf16,128,8192,1870.729,0.003
bf16,bf16,128,16384,3740.397,0.003
bf16,bf16,128,32768,7326.838,0.003
bf16,bf16,128,65536,13779.585,0.003
bf16,bf16,256,1024,470.255,0.003
bf16,bf16,256,4096,1860.755,0.003
bf16,bf16,256,8192,3705.078,0.003
bf16,bf16,256,16384,7473.292,0.003
bf16,bf16,512,1024,936.456,0.003
bf16,bf16,512,4096,3710.452,0.003
bf16,bf16,512,8192,6842.729,0.003
