gen,job,a0,g1,g2,g3,g7pf,g8,g9,g7dc,a2,loss,wall_s
27,261,16148.6,0.03002,0.10234,0.59171,6.439,466.185,131.456,217.636,12.5289,63.972380,3779
27,262,13751.8,0.03446,0.20307,0.75713,14.379,403.284,453.290,223.773,8.9495,62.722221,3779
27,263,18444.2,0.05032,0.06318,0.55906,20.615,476.586,194.064,207.069,14.9618,61.756610,3779
27,264,15936.4,0.05182,0.05151,0.47370,16.040,321.737,29.875,328.625,10.2511,61.375341,3779
27,265,18805.1,0.04132,0.13845,0.85449,18.671,499.818,489.322,365.438,12.4406,84.740078,3779
27,266,21930.3,0.04301,0.07249,0.56252,0.104,374.627,246.464,234.784,8.8139,65.972365,3779
27,267,15092.8,0.03190,0.11398,0.56312,12.824,361.633,336.667,157.815,10.1436,78.921070,3779
27,268,20284.7,0.03365,0.05193,0.71558,17.199,495.777,239.469,302.011,11.8718,70.016693,3779
27,269,16333.6,0.03001,0.14090,0.73905,29.778,499.587,486.883,230.151,12.4201,66.654252,3779
27,270,16788.3,0.03646,0.14820,0.25674,8.466,416.071,370.664,301.907,14.1949,58.957395,3779
28,271,11875.5,0.03223,0.05239,0.45220,7.330,381.034,60.775,358.326,13.3376,62.470230,3897
28,272,11671.2,0.05903,0.05470,0.57566,30.784,270.076,149.575,162.808,11.0692,81.861307,3897
28,273,17751.8,0.03856,0.18839,0.34860,2.019,349.430,76.820,253.509,14.8279,67.619465,3897
28,274,12645.1,0.03708,0.05763,0.29623,21.240,337.215,205.672,426.836,9.8853,62.510455,3897
28,275,12459.2,0.03280,0.07872,0.40332,7.942,429.175,207.547,318.089,7.5644,61.069956,3897
28,276,22925.3,0.10142,0.34866,0.21124,17.570,276.342,199.174,250.503,11.6638,79.716817,3897
28,277,19997.0,0.04325,0.05673,0.24529,8.592,465.132,320.056,302.302,14.9235,61.184725,3897
28,278,12583.5,0.04211,0.07013,0.72483,4.469,445.668,246.648,237.355,12.1517,64.516812,3897
28,279,13036.2,0.03002,0.11030,0.23235,40.588,374.739,101.119,405.647,10.9394,68.205155,3897
28,280,19988.5,0.03738,0.13675,0.20650,3.047,363.712,241.307,221.043,14.2116,70.760465,3897
29,281,9929.6,0.04647,0.13559,0.20021,5.408,290.572,102.437,284.222,10.1941,81.639875,4021
29,282,7358.6,0.03578,0.11558,0.57905,44.514,392.054,85.429,301.627,10.1320,67.579375,4021
29,283,20237.5,0.05803,0.12255,0.20016,41.387,304.767,3.613,202.111,11.0193,80.342044,4021
29,284,10579.2,0.03083,0.16560,0.37809,27.794,425.808,113.702,382.904,10.1757,62.961427,4021
29,285,17313.9,0.03701,0.05017,0.78543,20.289,497.900,168.384,152.880,12.9808,64.410143,4021
29,286,13313.5,0.03754,0.12267,0.29081,20.086,386.932,35.477,435.079,13.2001,61.109050,4021
29,287,12814.1,0.03011,0.11767,0.33404,13.902,499.622,195.827,322.835,12.7102,62.685561,4021
29,288,17050.9,0.03869,0.06194,0.33426,17.342,460.512,118.995,300.388,12.3218,59.840834,4021
29,289,12252.5,0.03485,0.05343,0.67126,2.794,499.990,282.012,314.162,6.0498,68.399650,4021
29,290,19291.1,0.03313,0.45851,0.28687,29.199,459.617,299.501,262.241,9.2866,69.298155,4021
30,291,17110.2,0.03111,0.21895,0.37224,16.419,500.000,14.911,315.591,10.2178,60.425231,4157
30,292,14144.5,0.04313,0.13636,0.44113,8.405,369.593,144.806,258.796,8.5936,66.146907,4157
30,293,18513.5,0.03872,0.27186,0.38979,28.597,494.964,13.974,426.907,7.6187,86.853461,4157
30,294,15644.4,0.03297,0.06250,0.36098,2.130,466.032,384.703,355.544,6.8732,63.404541,4157
30,295,19395.5,0.03355,0.19460,0.63401,23.261,488.932,33.890,343.825,8.6085,72.609023,4157
30,296,17592.1,0.03741,0.06130,0.35641,41.721,390.365,28.096,385.687,14.9715,69.941174,4157
30,297,17269.3,0.05784,0.12347,0.60833,37.649,421.975,20.911,352.556,10.7678,73.586021,4157
30,298,17768.1,0.03038,0.13980,0.40868,4.848,410.473,65.918,211.342,10.4631,69.327664,4157
30,299,16978.1,0.03587,0.11337,0.50031,24.219,465.072,153.959,336.737,8.6916,65.135984,4157
30,300,16473.1,0.03427,0.19004,0.21889,31.896,413.757,114.411,382.133,12.1884,66.597940,4157
31,301,21218.9,0.03046,0.09927,0.30034,3.301,400.728,141.245,331.682,9.9021,62.069897,4289
31,302,14853.9,0.03224,0.07940,0.53075,13.014,354.927,229.388,368.503,10.6096,59.113716,4289
31,303,8711.1,0.03228,0.17565,0.32811,6.921,498.719,240.998,356.186,9.4472,68.687089,4289
31,304,16310.4,0.04419,0.11085,0.23009,0.354,404.103,34.767,276.728,12.8503,65.673169,4289
31,305,16117.8,0.04763,0.30606,0.27600,36.214,370.434,477.369,375.848,8.4478,72.400954,4289
31,306,19129.8,0.03221,0.05025,0.24634,35.272,470.298,274.922,286.809,11.0953,65.208479,4289
31,307,12135.7,0.03826,0.06407,0.20369,10.718,457.426,43.942,375.028,12.5529,60.951214,4289
31,308,15120.8,0.03510,0.15234,0.43457,34.628,369.844,89.456,200.983,10.5885,69.025448,4289
31,309,18564.6,0.03129,0.21815,0.44699,11.366,405.053,11.465,310.149,8.9411,60.859881,4289
31,310,16444.7,0.04180,0.27696,0.32192,13.179,468.490,186.577,345.612,8.7708,61.904189,4289
32,311,17803.5,0.03029,0.11519,0.39760,28.059,485.574,203.108,431.053,10.8220,81.715763,4436
32,312,15103.9,0.03394,0.16678,0.40108,15.343,269.263,187.389,263.920,13.5050,72.688379,4436
32,313,19526.9,0.03882,0.17998,0.67885,4.968,232.226,389.055,148.853,9.3845,86.727132,4436
32,314,19231.0,0.03013,0.11785,0.26432,6.452,448.773,89.813,398.693,8.5452,63.629512,4436
32,315,11857.6,0.03915,0.09144,0.69383,0.833,313.376,419.159,393.469,8.4946,62.933540,4436
32,316,14208.8,0.04360,0.15897,0.78381,8.538,221.449,57.587,392.461,8.7541,64.159308,4436
32,317,8513.3,0.03007,0.07097,0.25076,16.684,252.353,463.286,481.069,9.4773,65.926220,4436
32,318,14437.5,0.04108,0.06618,0.23370,27.064,329.989,305.118,544.445,13.1980,77.645251,4436
32,319,17401.9,0.03008,0.08042,0.31020,5.816,369.308,12.042,308.896,11.6877,61.892771,4436
32,320,8768.5,0.03044,0.11444,0.29193,23.488,277.220,97.294,471.977,9.9168,66.230937,4436
33,321,16730.2,0.03209,0.06312,0.93632,22.008,175.299,19.120,310.681,12.3517,71.887446,4590
33,322,14686.0,0.03173,0.28166,0.57994,32.140,431.466,97.884,484.310,9.8722,78.408491,4590
33,323,19228.1,0.03218,0.25544,0.31825,0.054,472.784,471.916,377.329,10.6326,66.111973,4590
33,324,7806.0,0.03070,0.11564,0.66198,14.329,337.872,554.620,300.390,14.2347,70.037098,4590
33,325,14636.6,0.03904,0.16580,0.44505,31.551,463.831,76.779,285.739,13.5387,59.553418,4590
33,326,17902.0,0.03256,0.05366,0.78729,12.005,361.595,316.325,282.108,14.8558,60.720646,4590
33,327,13684.0,0.03089,0.17967,0.69812,23.288,455.831,46.057,306.371,11.5968,59.566068,4590
33,328,14987.7,0.03609,0.06807,0.64790,9.563,218.349,319.079,332.994,10.0074,70.242866,4590
33,329,20204.9,0.03071,0.07510,0.39747,7.790,372.912,396.239,386.662,13.6018,61.459391,4590
33,330,20685.3,0.03007,0.30596,0.30527,6.329,315.078,120.171,341.223,11.3315,63.396401,4590
34,331,15843.3,0.03329,0.35530,0.65610,35.497,499.387,88.007,334.759,14.9548,77.457194,4745
34,332,10825.3,0.03373,0.12490,0.47864,21.513,367.732,384.908,275.931,12.4455,64.082451,4745
34,333,15017.0,0.03189,0.09510,0.45457,54.018,202.705,238.110,185.333,10.7214,90.123733,4745
34,334,15665.6,0.03327,0.05660,0.32994,30.000,460.398,198.592,258.773,14.6570,60.665977,4745
34,335,18749.9,0.03001,0.43815,0.69304,14.900,404.388,5.983,232.256,14.9849,62.064069,4745
34,336,12273.8,0.04616,0.31498,0.47908,4.446,393.232,204.654,282.248,11.7599,65.085921,4745
34,337,16411.7,0.06638,0.05001,0.75358,46.478,356.702,89.872,125.586,14.6488,76.523364,4745
34,338,22733.5,0.03358,0.35390,0.58071,37.326,481.433,178.129,322.343,14.8618,83.911902,4745
34,339,16024.4,0.03100,0.20413,0.77223,53.922,324.047,221.157,301.862,13.2873,78.633838,4745
34,340,15270.7,0.03983,0.19049,0.68604,40.567,499.834,319.470,300.207,14.9898,78.318578,4745
35,341,20279.2,0.03350,0.25980,0.59639,0.115,384.069,13.117,246.867,10.3112,65.175847,4892
35,342,12227.4,0.03156,0.34815,0.74373,46.598,325.095,60.050,195.117,14.7544,73.164626,4892
35,343,10104.5,0.03116,0.15131,0.40805,8.949,499.913,69.220,273.682,12.8468,64.716838,4892
35,344,12494.4,0.03122,0.23993,0.73715,39.820,356.871,102.767,294.602,13.7831,66.274233,4892
35,345,16434.9,0.03687,0.43100,0.21272,64.308,453.671,11.862,279.338,8.5839,95.610788,4892
35,346,19175.5,0.04854,0.40579,0.54238,33.253,420.247,177.306,187.421,12.6476,66.924711,4892
35,347,21399.2,0.03456,0.25383,0.66217,1.295,387.657,46.410,157.890,11.3872,74.126796,4892
35,348,16095.8,0.03439,0.07455,0.61391,8.766,327.043,254.693,173.112,14.4002,79.427110,4892
35,349,16173.4,0.04998,0.05000,0.34664,33.276,403.909,303.736,279.197,14.7137,65.671342,4892
35,350,22676.9,0.04187,0.05645,0.53134,11.573,224.121,222.301,372.029,14.9950,67.612492,4892
36,351,17381.4,0.03015,0.09123,0.66504,11.196,477.211,385.689,126.155,14.6354,71.381926,5040
36,352,16410.3,0.03591,0.06191,0.45027,8.517,232.298,329.035,204.943,12.9119,84.190934,5040
36,353,13586.7,0.03233,0.07461,0.65068,10.232,410.331,28.728,307.603,12.7432,60.000833,5040
36,354,14215.0,0.03360,0.27944,0.71952,4.958,499.429,108.416,405.425,14.4030,74.552865,5040
36,355,13223.0,0.03085,0.14198,0.45244,1.456,411.263,18.055,260.607,14.6668,69.356815,5040
36,356,10966.3,0.03813,0.27881,0.52384,32.929,363.507,303.997,238.757,13.8664,67.258069,5040
36,357,11218.2,0.03101,0.13731,0.34406,21.824,324.972,78.574,385.117,14.5574,61.974604,5040
36,358,8195.6,0.03032,0.06376,0.21679,4.578,476.043,46.382,436.987,10.7321,70.616747,5040
36,359,8698.1,0.03910,0.07925,0.84420,33.261,428.083,285.281,341.775,13.7214,66.466259,5040
36,360,14163.5,0.03000,0.11853,0.26619,28.406,413.159,113.624,137.384,11.0338,80.068805,5040
37,361,6539.2,0.04565,0.06799,0.49132,17.968,432.144,220.041,299.094,14.2809,67.460361,5198
37,362,16510.7,0.03429,0.05219,0.35036,21.068,499.282,37.710,370.731,13.4722,68.392957,5198
37,363,10135.3,0.03048,0.21697,0.62900,19.914,303.966,281.235,373.618,7.8405,64.058066,5198
37,364,9470.6,0.03000,0.08837,0.43178,21.470,488.672,80.508,489.351,12.2073,79.289931,5198
37,365,18008.4,0.04290,0.05027,0.96581,26.652,216.681,400.480,201.689,12.1184,73.198793,5198
37,366,15903.9,0.04094,0.17830,0.51204,3.069,350.948,132.580,295.715,14.5025,62.406102,5198
37,367,22185.0,0.03892,0.10829,0.83994,10.605,428.479,135.603,270.339,9.5485,62.102572,5198
37,368,9941.0,0.03015,0.10562,0.62010,19.448,367.210,244.077,411.016,13.4466,61.864316,5198
37,369,16618.9,0.03078,0.05960,0.85139,5.963,392.486,178.805,187.592,14.2849,70.718293,5198
37,370,11736.0,0.03671,0.09171,0.38154,35.324,438.068,202.914,314.230,13.8480,63.871876,5198
38,371,7493.4,0.03117,0.12219,0.58406,16.655,280.168,263.067,445.971,5.6833,67.436012,5361
38,372,8890.3,0.03584,0.18600,0.56585,48.525,326.124,178.278,442.686,13.4134,76.932245,5361
38,373,10763.9,0.03209,0.15321,0.77004,15.498,286.088,113.354,432.884,11.0716,62.572208,5361
38,374,17819.6,0.04278,0.17582,0.52755,6.212,425.964,208.461,382.018,13.3824,63.065975,5361
38,375,14369.8,0.06775,0.09536,0.60844,13.886,295.206,174.651,383.516,11.8362,61.336702,5361
38,376,15861.2,0.03863,0.10395,0.44603,14.212,499.247,190.717,358.504,13.5558,65.970654,5361
38,377,17039.3,0.04115,0.07259,0.73436,25.564,493.143,110.382,398.703,14.8723,79.923381,5361
38,378,12586.6,0.03061,0.25165,0.80404,46.395,375.669,86.011,387.394,14.9957,77.074995,5361
38,379,15576.7,0.03426,0.12010,0.51973,24.491,430.679,249.840,331.393,12.9536,62.028206,5361
38,380,13992.5,0.03997,0.06443,0.65070,20.948,453.676,339.283,309.344,14.9544,62.313673,5361
39,381,11953.0,0.05260,0.14679,0.56790,45.919,241.120,468.585,348.197,11.5544,69.978118,5514
39,382,15500.2,0.07550,0.09308,0.75514,30.697,184.490,180.418,365.370,9.8695,65.900163,5514
39,383,14960.0,0.10957,0.15262,0.59700,12.786,219.984,507.090,372.766,14.9926,68.983332,5514
39,384,8840.3,0.06897,0.23468,0.52746,10.192,39.669,250.683,384.819,11.0780,88.450442,5514
39,385,11918.9,0.04412,0.14230,0.63198,8.808,298.696,472.519,358.674,9.3303,61.874915,5514
39,386,14095.8,0.03645,0.06923,0.50189,20.874,389.544,254.266,389.447,13.6206,60.524533,5514
39,387,10615.3,0.05256,0.24069,0.39087,35.477,409.826,86.458,408.881,13.6891,68.029250,5514
39,388,13622.2,0.08100,0.07196,0.50343,49.136,337.867,278.866,325.183,14.5966,91.185846,5514
39,389,15977.6,0.03572,0.07032,0.84684,5.809,448.216,150.875,418.563,14.2676,71.212785,5514
39,390,13726.9,0.06774,0.05738,0.58589,3.544,411.217,287.417,379.544,14.4673,61.266312,5514
40,391,19108.7,0.04855,0.06117,0.65719,26.733,431.634,236.090,330.719,12.1097,63.654540,5657
40,392,19618.0,0.07348,0.26923,0.34738,9.668,233.521,244.594,354.225,11.5837,66.953296,5657
40,393,7740.7,0.03064,0.08231,0.42560,19.268,495.544,0.003,409.484,14.1732,71.369893,5657
40,394,9896.6,0.04211,0.05002,0.51950,9.149,318.970,31.766,297.946,12.7834,73.217810,5657
40,395,5082.7,0.05577,0.17331,0.90474,2.441,205.065,127.876,292.602,14.9320,91.823240,5657
40,396,16468.7,0.05098,0.08200,0.96964,22.864,407.097,63.285,370.824,11.1318,66.693216,5657
40,397,7952.8,0.08814,0.07366,0.25117,15.323,252.807,51.220,455.002,14.8455,67.966882,5657
40,398,15634.7,0.05640,0.05040,0.73162,0.118,271.570,7.724,369.385,11.9141,63.139130,5657
40,399,16461.2,0.05720,0.10121,0.33368,0.644,440.947,133.713,415.660,11.9555,64.857915,5657
40,400,19211.1,0.04921,0.38697,0.45634,26.677,336.953,119.454,439.676,6.8227,71.834688,5657
41,401,18299.3,0.07422,0.14581,0.74691,1.741,304.193,3.863,303.609,13.9357,61.360129,5810
41,402,12507.2,0.05234,0.14910,0.73986,11.438,280.672,216.366,421.624,12.9928,62.014465,5810
41,403,15874.9,0.03042,0.15243,0.62233,2.875,493.781,269.736,456.410,10.8795,80.856736,5810
41,404,11434.5,0.03150,0.22052,0.72523,6.541,491.771,386.107,375.299,14.9691,73.563561,5810
41,405,17449.6,0.06113,0.22624,0.51435,11.385,274.027,350.451,348.270,14.3097,63.160176,5810
41,406,17031.6,0.04714,0.08719,0.62024,10.574,470.324,63.209,310.539,12.8170,60.748302,5810
41,407,14571.6,0.04257,0.05034,0.82364,10.732,490.413,237.243,468.161,12.4099,86.593354,5810
41,408,16935.1,0.03627,0.10512,0.97175,1.426,349.569,138.667,296.338,12.3565,61.309561,5810
41,409,12975.3,0.04560,0.07124,0.87365,10.355,427.213,211.952,404.797,12.3869,67.252896,5810
41,410,16903.4,0.04567,0.13583,0.64054,13.780,489.875,5.008,372.256,11.6762,69.237482,5810
42,411,22392.9,0.06135,0.09616,0.80594,17.187,267.039,286.441,297.769,11.8156,66.573654,5939
42,412,17092.7,0.04616,0.07372,0.62383,26.471,351.065,116.367,324.930,12.6836,61.082769,5939
42,413,16762.5,0.06919,0.11936,0.81146,7.248,430.413,183.479,210.101,14.4402,60.881891,5939
42,414,15770.1,0.03492,0.05663,0.88605,14.453,454.465,297.721,363.821,10.3950,66.862212,5939
42,415,20582.3,0.06129,0.07002,0.86820,2.345,436.367,172.013,239.377,12.4087,60.667175,5939
42,416,18576.6,0.06799,0.06492,0.87170,19.125,318.347,394.866,327.430,13.6562,62.665976,5939
42,417,19515.2,0.06134,0.06370,0.62911,6.011,483.390,168.489,252.442,14.1798,60.215790,5939
42,418,18020.2,0.04884,0.05879,0.82322,23.253,403.232,0.388,268.003,13.6644,59.159190,5939
42,419,20615.6,0.03618,0.05230,0.87092,10.484,403.531,223.204,303.257,12.4601,61.078120,5939
42,420,15532.1,0.04886,0.05088,0.61090,8.870,313.854,55.196,329.747,14.7486,62.815052,5939
43,421,16909.3,0.04339,0.07564,0.75215,4.889,387.016,263.270,252.102,14.6321,62.945561,6066
43,422,20417.7,0.04595,0.06170,0.65494,21.469,499.637,254.731,213.472,14.8305,63.152846,6066
43,423,18949.0,0.03819,0.11308,0.86516,2.263,484.809,404.969,155.858,14.6007,64.489426,6066
43,424,17163.8,0.05874,0.15245,0.84566,18.226,499.979,7.989,213.241,14.5247,61.696344,6066
43,425,17870.7,0.08301,0.05091,0.60052,24.705,367.731,153.869,277.372,14.3701,64.013379,6066
43,426,9881.1,0.05016,0.07575,0.80800,9.748,499.980,11.999,353.125,14.5874,70.104920,6066
43,427,14920.6,0.05634,0.15620,0.62148,7.567,405.875,182.975,291.224,12.8587,59.379814,6066
43,428,19287.8,0.04160,0.05469,0.82682,27.064,375.329,153.174,184.361,14.9932,65.542285,6066
43,429,20697.8,0.07417,0.05112,0.92145,8.167,360.941,346.378,237.224,11.5997,60.808387,6066
43,430,20697.6,0.05700,0.12503,0.37243,2.458,449.765,161.369,217.827,11.6706,61.923408,6066
44,431,16625.5,0.05749,0.05897,0.92469,1.221,324.805,33.275,245.052,14.6431,66.185886,6198
44,432,23079.9,0.09438,0.29344,0.73631,15.767,434.210,287.685,195.707,13.9281,67.794237,6198
44,433,20332.7,0.08748,0.22862,0.56180,11.338,494.719,150.290,259.260,14.9079,67.991299,6198
44,434,18279.9,0.04098,0.09307,0.95292,4.953,494.358,13.429,222.207,14.9338,62.458301,6198
44,435,15502.5,0.06861,0.07082,0.51569,7.397,421.410,393.339,240.842,12.2281,59.878160,6198
44,436,21813.9,0.07503,0.07787,0.87972,0.689,296.712,309.842,184.058,11.2396,70.937119,6198
44,437,19662.2,0.03426,0.09688,0.48453,16.700,433.636,466.991,303.379,10.3087,61.606069,6198
44,438,19661.8,0.09990,0.06409,0.62610,11.096,262.317,298.706,293.433,8.0240,65.026312,6198
44,439,18062.0,0.05089,0.11181,0.64955,22.029,414.295,108.179,271.088,12.6917,60.482742,6198
44,440,20262.0,0.06505,0.06815,0.92733,16.411,499.659,189.062,225.564,14.9125,68.253214,6198
45,441,20023.2,0.05808,0.05047,0.62468,6.811,445.031,296.427,292.690,14.9672,62.363936,6337
45,442,11585.3,0.07165,0.21838,0.73120,0.701,390.176,218.120,261.533,14.9830,65.137655,6337
45,443,17409.0,0.05961,0.07833,0.49157,18.480,494.961,202.829,271.903,14.8757,61.259927,6337
45,444,13864.4,0.10234,0.07998,0.48316,10.489,326.120,130.476,344.558,13.6939,64.417622,6337
45,445,20318.4,0.09575,0.21511,0.25127,35.647,288.262,310.994,302.225,14.9999,92.828170,6337
45,446,17244.6,0.04707,0.08794,0.50911,0.619,499.438,308.352,272.095,12.9653,62.792416,6337
45,447,15588.0,0.05852,0.05072,0.50174,8.361,327.971,450.537,290.133,14.1631,61.378219,6337
45,448,17797.7,0.05198,0.12395,0.71581,2.617,390.389,297.706,274.601,14.9957,59.770439,6337
45,449,20294.5,0.09714,0.07170,0.58752,18.328,286.691,524.637,313.626,14.9027,65.943099,6337
45,450,15096.8,0.04824,0.10649,0.68865,11.292,345.492,319.331,244.118,14.9703,63.334047,6337
46,451,15870.0,0.05682,0.21285,0.51012,6.160,295.370,321.150,244.355,12.9255,69.756119,6468
46,452,21040.2,0.05211,0.09191,0.74252,5.861,382.942,270.909,203.104,11.7582,65.382514,6468
46,453,18112.8,0.07803,0.05605,0.66237,16.617,395.602,409.790,250.183,14.6476,61.531956,6468
46,454,12694.9,0.07850,0.09286,0.74597,29.294,417.877,293.438,298.167,13.4968,64.990710,6468
46,455,17862.3,0.06155,0.08177,0.63450,5.681,425.436,526.833,226.070,14.5280,60.207952,6468
46,456,18142.0,0.06299,0.09110,0.75941,19.903,326.219,181.299,304.477,11.9214,60.715227,6468
46,457,14691.7,0.04603,0.08283,0.60661,15.413,444.778,52.373,281.607,14.1207,57.481652,6468
46,458,16290.5,0.05218,0.26359,0.75376,20.635,397.258,295.968,236.813,14.1828,59.801275,6468
46,459,14204.0,0.09650,0.05736,0.66932,3.702,390.887,422.850,261.076,14.9561,60.727240,6468
46,460,18036.7,0.05547,0.05224,0.50496,7.995,350.836,481.599,355.302,11.8464,60.147581,6468
47,461,17938.0,0.05372,0.05300,0.83333,23.490,481.510,229.763,202.842,12.3815,61.655554,6603
47,462,13007.9,0.04337,0.05006,0.85511,15.004,447.553,4.027,239.097,14.9921,62.029975,6603
47,463,13674.6,0.03675,0.05713,0.47697,4.642,388.341,108.633,325.245,13.2634,61.841400,6603
47,464,15054.6,0.05000,0.27736,0.78614,11.299,427.209,58.606,216.985,14.0958,61.069309,6603
47,465,16683.3,0.05525,0.06112,0.37278,1.771,495.589,19.783,315.118,14.8850,60.614033,6603
47,466,10103.5,0.03552,0.07341,0.64989,35.780,419.487,129.029,341.562,12.4871,65.636030,6603
47,467,14062.7,0.05553,0.05079,0.59486,9.898,335.643,228.351,275.402,12.2895,63.680510,6603
47,468,19988.1,0.04680,0.15549,0.82084,3.536,398.572,14.582,213.676,14.9803,64.759474,6603
47,469,19096.3,0.07022,0.05013,0.68589,11.529,314.440,111.079,230.271,14.9526,66.142266,6603
47,470,16513.7,0.06398,0.05209,0.77189,15.184,484.771,201.792,207.646,14.3879,60.332982,6603
